# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "/scratch_tmp/grp/msc_appbio/group1/ref_gen/raw_refgen/GCF_000146045.2/genomic.gtf" "-g" "db_xref" "-o" "/scratch_tmp/grp/msc_appbio/group1/outputs/readCounts/readCounts2.txt" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam
GenBank:NM_001179628.1	NC_001143.9	323228	325120	+	1893	3936	5387	4483	6430
GenBank:NM_001179627.1	NC_001143.9	325771	326112	+	342	3123	2832	2837	3612
GenBank:NM_001179626.1	NC_001143.9	326408	327487	-	1080	520329	570563	406771	333237
GenBank:NM_001179625.1	NC_001143.9	328118	329443	-	1326	5115	5262	5136	3854
GenBank:NM_001179624.1	NC_001143.9	330166	330534	+	369	18399	15368	15894	20919
GenBank:NM_001179623.1	NC_001143.9	330856	333969	-	3114	5744	5650	5791	6250
GenBank:NM_001179622.1	NC_001143.9	334412	334915	-	504	59300	64020	48357	119957
GenBank:NM_001179621.2	NC_001143.9	335321	336157	-	837	411	472	375	532
GenBank:NM_001179620.1	NC_001143.9	336537	338753	-	2217	16470	19030	18728	15137
GenBank:NM_001184336.1	NC_001143.9	339182	339442	-	261	6270	6139	5745	10774
GenBank:NM_001179618.1	NC_001143.9	339668	340546	-	879	4753	4827	3549	3296
GenBank:NM_001179617.1	NC_001143.9	341312	342373	+	1062	3964	4367	3112	3131
GenBank:NM_001179616.1	NC_001143.9	342852	345620	-	2769	9094	7143	17569	11980
GenBank:NM_001179615.1	NC_001143.9	346075	346764	-	690	3787	3528	3540	3162
GenBank:NM_001179614.1	NC_001143.9	347214	349136	-	1923	3028	3636	2612	2363
GenBank:NM_001179613.1	NC_001143.9	349463	351013	+	1551	3954	4138	3167	3054
GenBank:NM_001179612.1	NC_001143.9	351275	352624	-	1350	12748	12814	11076	10864
GenBank:NM_001179611.1	NC_001143.9	353493	355079	+	1587	4845	4829	5342	7239
GenBank:NM_001270755.1	NC_001143.9	356322	356642	+	321	1033	1473	1149	1119
GenBank:NM_001179609.1	NC_001143.9	356748	357848	+	1101	10602	13708	11655	12809
GenBank:NM_001179608.3	NC_001143.9	358475	359566	+	1092	2453	2483	2731	2517
GenBank:NM_001179607.1	NC_001143.9	360143	360817	+	675	5003	4871	4666	5147
GenBank:NM_001179606.3	NC_001143.9	361058	361828	-	771	9539	8492	8158	9449
GenBank:NM_001179605.1	NC_001143.9	362622	364193	+	1572	10122	10024	8577	8162
GenBank:NR_132201.1	NC_001143.9	364776	364876	+	101	179	172	121	189
GenBank:NM_001179604.3	NC_001143.9	365605	369117	+	3513	7146	7310	9163	7401
GenBank:NM_001179603.1	NC_001143.9	369365	369721	+	357	187	187	170	234
GenBank:NM_001179601.3	NC_001143.9	369891	371390	+	1500	17893	19205	15817	13854
GenBank:NM_001179600.1	NC_001143.9	371829	374105	+	2277	8844	8216	7398	5801
GenBank:NM_001184335.3	NC_001143.9	374505	375215	+	711	4817	4598	4389	10079
GenBank:NM_001179599.1	NC_001143.9	375456	378572	+	3117	3115	3146	3170	2857
GeneID:853835	NC_001143.9	379680	379753	+	74	14	15	3	10
GenBank:NM_001179598.3	NC_001143.9	380065	381858	-	1794	9352	11396	9610	8166
GenBank:NM_001179595.1	NC_001143.9	382716	384725	-	2010	4588	5170	4897	5594
GenBank:NM_001179594.3	NC_001143.9	385758	387206	+	1449	7259	7695	6707	6618
GenBank:NM_001179593.1	NC_001143.9	387562	388905	+	1344	4091	4342	3557	4985
GenBank:NM_001179592.3	NC_001143.9	389380	389883	-	504	21555	18193	17292	12804
GenBank:NM_001179591.1	NC_001143.9	390240	392279	-	2040	6036	6278	6026	5572
GenBank:NM_001179590.3	NC_001143.9	392526	393140	-	615	3402	3599	2641	3191
GenBank:NM_001184683.1	NC_001143.9	393146	393373	-	228	706	667	529	657
GenBank:NM_001179589.4	NC_001143.9	393721	394554	+	834	3724	4025	3008	2438
GenBank:NM_001179588.1	NC_001143.9	394726	397248	-	2523	6290	6613	6101	4941
GenBank:NM_001179587.3	NC_001143.9	397344	398750	-	1407	5365	5517	4365	4938
GenBank:NM_001179586.1	NC_001143.9	398832	402080	-	3249	11538	11352	13360	9300
GenBank:NM_001179585.3	NC_001143.9	402568	403518	+	951	5329	6311	5260	5259
GenBank:NM_001184481.1	NC_001143.9	403580	403879	-	300	3787	3862	3347	4073
GenBank:NM_001179584.3	NC_001143.9	404102	405091	+	990	2502	2697	2185	2431
GenBank:NM_001179583.1	NC_001143.9	405190	407241	-	2052	2672	3023	2496	2810
GenBank:NM_001179582.3	NC_001143.9	407465	407989	-	525	23198	25826	28788	41449
GenBank:NM_001179581.1	NC_001143.9	408544	411483	+	2940	10781	10998	10811	9142
GenBank:NM_001179580.3	NC_001143.9	411619	416913	-	5295	2513	3216	2668	3756
GenBank:NM_001179579.1	NC_001143.9	417508	418023	-	516	10286	9930	9269	13399
GenBank:NM_001179578.3	NC_001143.9	418310	420061	+	1752	5190	5303	4507	4118
GenBank:NM_001179577.1	NC_001143.9	420155	421216	-	1062	1387	1598	1097	2083
GenBank:NM_001179576.3	NC_001143.9	421424	425875	-	4452	12771	13974	11786	9614
GenBank:NM_001179575.1	NC_001143.9	426242	426952	+	711	7305	8337	5668	9728
GenBank:NM_001179574.3	NC_001143.9	427295	428551	-	1257	5155	4658	4333	4120
GenBank:NM_001179573.1	NC_001143.9	429302	430108	+	807	9967	9526	9687	8549
GenBank:NM_001180028.3	NC_001143.9;NC_001143.9	430198;430597	430455;430632	-;-	294	13160	10916	9452	11626
GenBank:NR_132202.1	NC_001143.9	431030	431138	-	109	491	360	578	493
GenBank:NM_001179572.1	NC_001143.9;NC_001143.9	431906;432433	432034;432720	+;+	417	15633	18574	16942	33725
GenBank:NM_001179571.3	NC_001143.9	433093	434877	-	1785	7126	7357	8354	6374
GenBank:NM_001179570.1	NC_001143.9	435580	436785	+	1206	8948	9259	7820	8377
GenBank:NM_001179569.3	NC_001143.9	437097	437492	-	396	4212	4677	3532	4835
GenBank:NM_001179568.1	NC_001143.9;NC_001143.9	437778;437906	437837;438544	+;+	699	14061	14340	11954	11590
GenBank:NM_001179567.3	NC_001143.9	438777	439385	-	609	5029	5588	4201	6970
GenBank:NM_001179791.1	NC_001143.9	440608	442722	-	2115	15429	15598	15075	12454
GenBank:NM_001179792.3	NC_001143.9	443232	444938	+	1707	6373	6245	6434	5869
GenBank:NM_001179793.1	NC_001143.9	445381	446727	+	1347	2835	2929	2628	2664
GenBank:NM_001179794.3	NC_001143.9;NC_001143.9	446799;447811	447706;448036	-;-	1134	3417	3298	2233	2200
GenBank:NM_001179795.1	NC_001143.9;NC_001143.9	448521;450021	449951;450167	-;-	1578	1775	1764	1381	1732
GenBank:NM_001179796.3	NC_001143.9	450423	451217	-	795	4832	5542	4717	6081
GenBank:NM_001179797.1	NC_001143.9	451434	451988	+	555	5046	4775	3996	4163
GenBank:NM_001179798.4	NC_001143.9	452201	454078	+	1878	3977	4222	3775	3163
GenBank:NM_001179799.1	NC_001143.9	454352	457054	-	2703	66099	56746	66531	45003
GeneID:853879	NC_001143.9;NC_001143.9	458557;458627	458594;458670	+;+	82	6	0	2	3
GenBank:NM_001179800.3	NC_001143.9	458924	461239	-	2316	2296	2632	2535	2825
GenBank:NM_001179801.1	NC_001143.9	461635	462696	-	1062	3097	3672	3485	4001
GenBank:NM_001179803.3	NC_001143.9	463959	464948	+	990	7591	10060	11215	15691
GenBank:NM_001179804.1	NC_001143.9	465367	466071	-	705	24893	24144	20977	20616
GenBank:NM_001179805.3	NC_001143.9	466961	468667	-	1707	1538	1598	1479	1317
GenBank:NM_001179806.1	NC_001143.9	469717	471339	+	1623	4951	5904	6153	11280
GenBank:NM_001179807.3	NC_001143.9	471694	473349	-	1656	4292	4476	3869	3285
GenBank:NM_001179808.1	NC_001143.9	473723	475900	-	2178	27677	27829	32816	24500
GenBank:NM_001179809.3	NC_001143.9	476216	478063	-	1848	2334	2769	1738	1428
GenBank:NM_001179810.1	NC_001143.9	478338	478832	+	495	2265	2317	2386	2534
GenBank:NM_001179811.4	NC_001143.9	479234	481981	+	2748	5703	6260	6212	6037
GenBank:NM_001179812.1	NC_001143.9	482171	483139	-	969	4442	4429	3908	4197
GenBank:NM_001179813.3	NC_001143.9	483419	485011	+	1593	2756	3030	2248	2033
GenBank:NM_001179814.1	NC_001143.9	485144	487372	-	2229	4592	5200	4226	4904
GenBank:NM_001179815.3	NC_001143.9	487770	488618	+	849	3424	3678	2989	3370
GenBank:NM_001179816.1	NC_001143.9	488738	489655	-	918	3965	4022	3101	4328
GeneID:853897	NC_001143.9	490968	491040	+	73	3	16	2	15
GenBank:NM_001179817.3	NC_001143.9	491364	493661	+	2298	1909	2071	1514	1541
GenBank:NM_001179818.2	NC_001143.9	494257	497358	+	3102	6854	7431	7189	6474
GenBank:NM_001179819.3	NC_001143.9	497578	499833	-	2256	3754	4110	3454	2949
GenBank:NM_001179820.1	NC_001143.9	500282	501103	+	822	2572	2442	1795	2108
GenBank:NM_001179821.3	NC_001143.9	501344	506395	-	5052	8219	8388	8483	7678
GenBank:NM_001348851.1	NC_001143.9	506517	506831	+	315	3	8	2	10
GenBank:NM_001179824.1	NC_001143.9	506898	507707	+	810	566	469	421	539
GenBank:NM_001184309.3	NC_001143.9	507939	508553	+	615	11311	10593	9272	10225
GenBank:NM_001179826.2	NC_001143.9	508702	510633	-	1932	4189	4740	4399	4864
GenBank:NM_001179827.3	NC_001143.9	510910	511797	-	888	3319	3074	2912	2807
GenBank:NM_001179828.1	NC_001143.9	511999	513159	-	1161	5102	5507	4320	4685
GeneID:853911	NC_001143.9	513332	513403	-	72	2	2	0	1
GenBank:NM_001179829.3	NC_001143.9	515063	516871	+	1809	24604	24936	18408	16625
GeneID:853913	NC_001143.9	517988	518060	+	73	17	20	16	12
GenBank:NM_001179831.1	NC_001143.9	518198	518950	+	753	361	409	336	341
GenBank:NM_001179832.3	NC_001143.9	519527	520624	+	1098	14648	21471	22707	26174
GenBank:NM_001179833.1	NC_001143.9	520897	521712	-	816	6300	7575	6032	8473
GenBank:NM_001179834.3	NC_001143.9	522015	523346	+	1332	5020	5140	4296	4408
GenBank:NM_001179835.1	NC_001143.9	523418	523969	-	552	1080	1041	1002	822
GenBank:NM_001179836.3	NC_001143.9	524223	525074	-	852	54478	50486	63936	55373
GenBank:NM_001179838.1	NC_001143.9	525387	526640	-	1254	21099	22423	18460	14368
GenBank:NM_001179839.3	NC_001143.9	526830	527231	-	402	23014	19653	18490	16410
GenBank:NM_001179840.1	NC_001143.9	527815	530484	+	2670	10054	9708	10451	7738
GenBank:NM_001179841.3	NC_001143.9	530946	532202	+	1257	4004	3608	3434	3279
GenBank:NM_001179842.1	NC_001143.9	532550	533464	-	915	3283	3452	2172	2270
GenBank:NM_001179843.3	NC_001143.9	534067	535281	-	1215	2211	2556	2132	2187
GenBank:NM_001179844.1	NC_001143.9	535647	547925	-	12279	4256	4845	4296	3957
GenBank:NM_001179845.3	NC_001143.9	548216	549091	+	876	2671	2638	2484	2206
GenBank:NM_001179846.1	NC_001143.9	549448	551367	+	1920	4343	5002	3992	4060
GenBank:NM_001179847.3	NC_001143.9;NC_001143.9	551657;552003	551680;552242	+;+	264	20862	21458	22284	45656
GenBank:NM_001179848.1	NC_001143.9	552770	554620	+	1851	8650	9286	11428	9532
GenBank:NM_001179849.3	NC_001143.9	554987	556174	+	1188	13182	15063	13784	19632
GenBank:NM_001179850.1	NC_001143.9	556518	557342	+	825	1849	1933	1598	2047
GenBank:NM_001179851.3	NC_001143.9	557677	558954	+	1278	2356	3120	1849	2625
GenBank:NR_132203.1	NC_001143.9	559016	559366	-	351	1119	1208	784	1205
GenBank:NM_001179852.1	NC_001143.9	559666	560652	+	987	4413	4301	4384	4161
GenBank:NM_001179853.3	NC_001143.9	560789	562297	-	1509	4619	4510	4452	5014
GenBank:NM_001179854.1	NC_001143.9	562547	565138	+	2592	3100	3140	3424	3160
GenBank:NM_001179855.3	NC_001143.9	565299	565892	-	594	7528	8617	6540	9112
GenBank:NM_001179856.1	NC_001143.9	566113	567198	-	1086	14848	15687	14605	14371
GenBank:NM_001179857.3	NC_001143.9	567918	570149	+	2232	17659	18314	18027	19524
GenBank:NM_001179858.1	NC_001143.9	570328	570909	-	582	11755	10632	8508	8235
GenBank:NM_001179859.3	NC_001143.9	571612	573393	+	1782	4762	5398	3633	4324
GenBank:NM_001179860.1	NC_001143.9	573574	574632	+	1059	5002	5362	4211	6140
GenBank:NM_001179861.3	NC_001143.9	574934	575980	-	1047	11191	12749	10291	10661
GenBank:NM_001179862.1	NC_001143.9	576435	578123	-	1689	7702	7895	8056	6566
GenBank:NM_001348852.1	NC_001143.9	578187	578507	-	321	148	198	174	110
GeneID:853948	NC_001143.9;NC_001143.9	578965;579025	579001;579060	+;+	73	15	11	4	16
GenBank:NM_001179864.3	NC_001143.9	579209	579676	+	468	12880	10446	11196	18252
GenBank:NM_001179865.1	NC_001143.9	579827	580750	-	924	10348	13183	10432	11429
GenBank:NM_001179866.3	NC_001143.9	582283	583395	+	1113	44405	38545	62279	38390
GenBank:NM_001179867.1	NC_001143.9	583653	584744	+	1092	1710	1943	2617	3346
GenBank:NM_001179868.3	NC_001143.9	584952	586709	+	1758	3265	3129	2567	2296
GenBank:NM_001179869.1	NC_001143.9	586789	589305	-	2517	3056	3252	2790	3263
GenBank:NM_001179870.3	NC_001143.9	590395	591357	+	963	5439	5710	5836	6500
GenBank:NM_001179871.1	NC_001143.9	591506	592540	-	1035	4811	5526	3767	4763
GenBank:NM_001179872.3	NC_001143.9	592825	596298	+	3474	5524	5241	5212	4489
GenBank:NM_001179873.1	NC_001143.9	596421	596822	-	402	4638	3579	3797	6338
GenBank:NM_001179874.3	NC_001143.9	597055	598890	-	1836	5167	5450	4821	6242
GenBank:NM_001179875.1	NC_001143.9	599094	599681	-	588	6588	6473	5580	9352
GenBank:NM_001179876.3	NC_001143.9	599857	603072	+	3216	5085	5468	5240	5171
GenBank:NM_001179877.1	NC_001143.9	603195	604232	-	1038	3318	3845	2963	3260
GenBank:NM_001179878.3	NC_001143.9	604405	605418	-	1014	3754	3772	2952	2857
GenBank:NM_001179879.1	NC_001143.9	605633	608365	-	2733	7602	7587	8080	5880
GenBank:NM_001179880.4	NC_001143.9	608946	611066	+	2121	2972	3167	3450	3893
GenBank:NM_001179881.1	NC_001143.9	611525	612265	+	741	6890	7098	7381	6652
GenBank:NM_001179882.3	NC_001143.9	612665	613885	-	1221	3239	3590	3511	5272
GenBank:NM_001179883.1	NC_001143.9	615730	617535	+	1806	11379	13470	14141	18676
GenBank:NM_001179884.3	NC_001143.9;NC_001143.9	617996;618743	618374;618750	-;-	387	17754	19776	20397	33384
GenBank:NM_001179885.1	NC_001143.9	619805	625432	+	5628	9651	10200	10240	9976
GenBank:NM_001184522.3	NC_001143.9;NC_001143.9	625864;625977	625901;626205	+;+	267	3282	3223	2420	2838
GenBank:NM_001179886.1	NC_001143.9	626793	630380	+	3588	8861	8913	9560	7114
GenBank:NM_001179887.3	NC_001143.9	631152	632801	+	1650	18616	17016	74685	70338
GenBank:NM_001179888.1	NC_001143.9	633026	635179	-	2154	1749	1743	1136	1504
GenBank:NM_001179889.3	NC_001143.9	635851	638286	+	2436	2593	2740	2299	2194
GenBank:NM_001179890.1	NC_001143.9	638901	639968	-	1068	4543	4986	4033	4116
GenBank:NM_001179891.3	NC_001143.9	640540	642504	+	1965	2991	3085	2934	2720
GenBank:NM_001179892.1	NC_001143.9	646356	649865	+	3510	2291	2894	2134	1840
GenBank:NM_001179893.3	NC_001143.9	653080	656736	+	3657	1269	1390	1180	1161
GenBank:NM_001179894.1	NC_001143.9	656836	657756	+	921	574	649	755	669
GenBank:NM_001179895.3	NC_001143.9	658716	660464	-	1749	1893	2146	1936	1519
GenBank:NM_001179896.1	NC_001143.9	661442	663289	+	1848	2319	2409	3240	2780
GenBank:NM_001181887.1	NC_001144.5;NC_001144.5	585;4015	3915;4301	-;-	3618	27	27	42	23
GenBank:NM_001184605.1	NC_001144.5	5605	5775	+	171	4	4	9	0
GenBank:NM_001181886.1	NC_001144.5;NC_001144.5	6120;9550	9450;9836	-;-	3618	30	31	34	24
GenBank:NM_001181884.1	NC_001144.5	13083	13445	-	363	2	2	0	1
GenBank:NM_001181883.1	NC_001144.5	14648	16072	-	1425	0	0	0	0
GenBank:NM_001181882.1	NC_001144.5	16639	17613	-	975	689	925	873	753
GenBank:NM_001181881.1	NC_001144.5	17956	19707	+	1752	5088	5436	5333	4818
GenBank:NM_001181880.1	NC_001144.5	21138	21839	-	702	5708	5187	6243	4336
GenBank:NM_001181878.1	NC_001144.5	23569	25296	+	1728	1808	2093	1472	2360
GenBank:NM_001181877.1	NC_001144.5	25756	26994	-	1239	1194	1560	1084	1165
GenBank:NM_001181876.1	NC_001144.5	27409	28305	-	897	23088	19843	21351	12319
GenBank:NM_001181875.1	NC_001144.5	30109	31704	+	1596	3599	3863	2311	2820
GenBank:NM_001181874.2	NC_001144.5	32673	35204	-	2532	2955	2913	2408	2620
GenBank:NM_001181873.1	NC_001144.5	35503	35961	-	459	1316	1716	1428	2034
GenBank:NM_001181872.1	NC_001144.5	35912	36361	-	450	884	1321	866	1223
GenBank:NM_001181871.1	NC_001144.5	37333	39471	-	2139	3918	4216	3511	2987
GenBank:NM_001181870.1	NC_001144.5;NC_001144.5	39804;40401	40221;40414	-;-	432	25189	24939	23873	33301
GenBank:NM_001181869.1	NC_001144.5	40666	41205	+	540	7281	6612	5726	4499
GenBank:NM_001181868.1	NC_001144.5	41280	46265	-	4986	10725	11429	12921	14170
GenBank:NM_001181866.1	NC_001144.5	46714	47463	-	750	404	336	256	164
GenBank:NM_001181865.1	NC_001144.5	47859	48629	-	771	24912	27110	30235	35963
GenBank:NM_001181863.1	NC_001144.5	49938	51947	+	2010	8973	10237	8451	7705
GenBank:NM_001181862.1	NC_001144.5	52087	52590	-	504	2098	2106	1701	2602
GenBank:NM_001181861.1	NC_001144.5	53131	53931	-	801	47555	48325	62997	60246
GenBank:NM_001181860.1	NC_001144.5	54211	63645	-	9435	9256	10020	11268	9263
GenBank:NM_001181859.1	NC_001144.5	64062	65207	-	1146	86432	89014	80731	79644
GenBank:NM_001181858.1	NC_001144.5	65775	66518	-	744	686	769	908	895
GenBank:NM_001181856.1	NC_001144.5	66745	68256	-	1512	5403	5558	5065	4631
GenBank:NM_001181855.1	NC_001144.5	68580	70478	+	1899	1992	2100	1417	1463
GenBank:NM_001181854.1	NC_001144.5	70633	73146	-	2514	3523	3933	3231	3199
GenBank:NM_001181853.1	NC_001144.5	73409	74101	+	693	960	948	747	829
GenBank:NM_001181852.1	NC_001144.5	74270	76747	-	2478	3000	3077	3279	2504
GenBank:NM_001181851.1	NC_001144.5	77152	80205	-	3054	8289	8259	8175	6628
GenBank:NM_001348853.1	NC_001144.5	80356	80697	-	342	61	23	45	16
GenBank:NM_001181849.1	NC_001144.5	81461	83710	+	2250	14925	14917	18412	15345
GenBank:NM_001181848.1	NC_001144.5	84804	86564	+	1761	3651	5161	3499	5124
GenBank:NM_001181847.1	NC_001144.5	87403	88155	+	753	7281	7135	7906	7477
GenBank:NM_001181846.1	NC_001144.5	88623	91349	+	2727	251217	271752	257735	199718
GeneID:850634	NC_001144.5;NC_001144.5	92548;92615	92583;92650	+;+	72	13	18	6	10
GenBank:NM_001181845.1	NC_001144.5	94747	95121	+	375	482	530	506	456
GenBank:NM_001181844.1	NC_001144.5	95566	97485	-	1920	31044	38812	47137	46126
GenBank:NM_001181843.1	NC_001144.5	97997	98836	-	840	10204	9495	12566	11843
GenBank:NM_001181842.1	NC_001144.5	99044	100201	-	1158	5991	6056	6052	4679
GenBank:NM_001181841.1	NC_001144.5	100947	105347	+	4401	8308	8684	8903	8257
GenBank:NM_001181839.1	NC_001144.5	105686	107899	-	2214	25225	26064	27820	21385
GenBank:NM_001184338.1	NC_001144.5	108676	108972	-	297	1102	1121	1433	1245
GenBank:NM_001181838.1	NC_001144.5	109902	111575	-	1674	18333	19715	25337	19053
SGD:S000003940	NC_001144.5	112234	112545	+	312	601	684	966	685
SGD:S000003939	NC_001144.5	112847	115993	+	3147	5575	6070	6872	5615
GenBank:NM_001181835.1	NC_001144.5	116432	121111	+	4680	12778	12573	14208	13014
GenBank:NM_001181834.1	NC_001144.5	121322	121648	+	327	9479	8320	6844	13577
GenBank:NM_001181833.1	NC_001144.5	122075	124714	-	2640	2601	2960	3150	4002
GenBank:NM_001181832.1	NC_001144.5	125534	127255	+	1722	6070	5687	4520	5482
GenBank:NM_001181831.1	NC_001144.5	127523	128992	+	1470	5618	6104	4966	6627
GenBank:NM_001181830.1	NC_001144.5	129330	130613	-	1284	2011	2154	2086	1746
GenBank:NM_001181829.1	NC_001144.5	131205	131414	-	210	14273	12873	11660	18971
GenBank:NM_001181828.1	NC_001144.5	131729	133987	+	2259	4799	6130	4534	6356
GenBank:NM_001181827.1	NC_001144.5	134302	136299	-	1998	1382	1393	1469	1371
GenBank:NM_001184559.1	NC_001144.5	136345	136521	+	177	4	12	8	12
GenBank:NM_001181826.1	NC_001144.5	136586	137866	+	1281	2795	2579	2246	1898
GenBank:NM_001181825.1	NC_001144.5	137940	140546	-	2607	3208	3251	2667	2768
GenBank:NM_001181824.1	NC_001144.5	141073	142923	+	1851	2639	3047	2089	2464
GenBank:NM_001181823.1	NC_001144.5	143201	146041	+	2841	5026	5412	4798	4095
GenBank:NM_001181822.1	NC_001144.5	146291	147601	+	1311	2043	2161	1965	2394
GenBank:NM_001181821.1	NC_001144.5	147890	150163	+	2274	7630	8119	7665	7633
GenBank:NM_001181888.1	NC_001144.5	151389	153977	-	2589	8389	8308	7491	7566
GenBank:NM_001181889.1	NC_001144.5	154343	156334	-	1992	3297	3437	2989	3347
GenBank:NM_001181890.1	NC_001144.5	156855	157730	-	876	3146	3241	2600	2803
GenBank:NM_001181891.1	NC_001144.5	157934	159505	-	1572	3023	2997	2323	1997
GenBank:NM_001181892.1	NC_001144.5	160049	161434	+	1386	12360	12273	11235	8734
GenBank:NM_001181893.1	NC_001144.5	161755	163893	-	2139	4350	4377	4835	4060
GenBank:NM_001181894.1	NC_001144.5	164392	165402	+	1011	6795	6364	6528	6164
GenBank:NM_001181895.1	NC_001144.5	165577	166083	-	507	2937	3308	2495	5192
GenBank:NM_001181896.1	NC_001144.5	166537	167136	+	600	6968	8156	6004	10111
GenBank:NM_001181897.1	NC_001144.5	167320	167802	-	483	4915	4068	4278	3963
GeneID:850697	NC_001144.5	167944	168025	-	82	1	1	0	0
GenBank:NM_001181898.1	NC_001144.5	169103	169678	+	576	1323	1203	1000	979
GenBank:NM_001181899.1	NC_001144.5	169982	170281	-	300	65	75	49	108
GenBank:NM_001181900.1	NC_001144.5	171339	171764	+	426	85	151	122	131
GenBank:NM_001181901.1	NC_001144.5	172268	174982	-	2715	2609	2911	2059	2069
GenBank:NM_001181902.1	NC_001144.5	175227	176744	+	1518	4483	4340	3983	4016
GenBank:NM_001181903.1	NC_001144.5	176802	177416	-	615	3237	3304	2896	3920
GenBank:NM_001181904.1	NC_001144.5	177608	178621	+	1014	7975	8287	8198	8845
GenBank:NM_001181905.1	NC_001144.5	178707	179606	-	900	5322	5004	5717	6567
GenBank:NM_001181906.1	NC_001144.5	180288	181481	+	1194	5955	6231	6996	5982
GenBank:NM_001181907.1	NC_001144.5	181789	183405	-	1617	4169	4616	3011	3912
GenBank:NM_001181908.1	NC_001144.5	183623	184162	+	540	3050	3065	2696	2737
GenBank:NM_001181909.1	NC_001144.5	184174	184926	-	753	1774	1797	1691	2207
GenBank:NM_001181910.1	NC_001144.5	185498	187129	-	1632	7987	10297	6206	9542
GenBank:NM_001181911.2	NC_001144.5	187663	193281	-	5619	4357	5060	4388	3667
GenBank:NM_001181912.1	NC_001144.5	194452	195174	+	723	7805	8021	8483	7059
GenBank:NM_001181913.1	NC_001144.5	195450	196472	-	1023	2761	3234	2397	2755
GenBank:NM_001181914.1	NC_001144.5	196829	198085	-	1257	17278	18201	21882	22906
GenBank:NR_132204.1	NC_001144.5	198784	199389	+	606	1553	1785	1871	3189
GenBank:NM_001181915.1	NC_001144.5	199540	201315	-	1776	29669	31329	30918	26444
GenBank:NM_001181916.1	NC_001144.5	201976	202590	-	615	39800	47432	44209	79927
GenBank:NM_001181917.1	NC_001144.5	203290	204081	+	792	3154	2835	2897	1911
GenBank:NM_001181918.1	NC_001144.5	204225	204785	+	561	2838	2558	2293	1542
GenBank:NM_001181919.1	NC_001144.5	204991	208500	+	3510	5341	5625	5875	6268
GenBank:NM_001181920.1	NC_001144.5	208761	210269	+	1509	4834	5118	4690	5865
GenBank:NM_001181921.2	NC_001144.5	210512	211933	-	1422	9247	7387	7564	7031
GenBank:NM_001181922.1	NC_001144.5	212369	214456	-	2088	2390	2459	2390	1933
GeneID:850723	NC_001144.5	214883	214955	-	73	19	11	11	7
GenBank:NM_001184318.1	NC_001144.5	215440	218907	-	3468	33	40	23	27
GenBank:NM_001181923.1	NC_001144.5	221521	222132	-	612	1321	1263	1000	1461
GenBank:NM_001181924.1	NC_001144.5	222685	223059	-	375	1731	1763	1351	1109
GenBank:NM_001181925.1	NC_001144.5	224921	225172	-	252	14817	13965	17180	32076
GenBank:NM_001181926.1	NC_001144.5	225426	228596	-	3171	5145	5805	5410	5365
GenBank:NM_001181927.1	NC_001144.5	228908	229582	-	675	1503	1569	1332	1591
GenBank:NM_001181929.1	NC_001144.5	229966	230451	-	486	1559	2092	2418	5471
GenBank:NM_001181930.1	NC_001144.5	231702	232013	-	312	24449	21911	27612	50917
GenBank:NM_001181931.1	NC_001144.5	232390	234081	-	1692	259491	297172	279680	231642
GenBank:NM_001181932.1	NC_001144.5	235037	237703	-	2667	3368	4124	3976	3535
GenBank:NM_001181933.1	NC_001144.5	238001	238813	-	813	3578	3310	3783	4012
GenBank:NM_001181934.1	NC_001144.5	239347	241407	-	2061	3546	3853	3420	2529
GenBank:NM_001181935.1	NC_001144.5;NC_001144.5	242232;242681	242321;243349	+;+	759	21902	25418	26037	36923
